"id","is_oreb","team","opponent","conference","opp_conference"
"249-32",0,"San Diego St.","Charleston","MWC","Colonial"
"249-35",0,"Charleston","San Diego St.","Colonial","MWC"
"249-36",0,"San Diego St.","Charleston","MWC","Colonial"
"249-37",1,"San Diego St.","Charleston","MWC","Colonial"
"249-38",0,"Charleston","San Diego St.","Colonial","MWC"
"249-40",1,"Charleston","San Diego St.","Colonial","MWC"
"249-41",0,"San Diego St.","Charleston","MWC","Colonial"
"249-42",1,"Charleston","San Diego St.","Colonial","MWC"
"249-43",0,"Charleston","San Diego St.","Colonial","MWC"
"249-45",0,"Charleston","San Diego St.","Colonial","MWC"
"249-46",0,"San Diego St.","Charleston","MWC","Colonial"
"249-47",0,"Charleston","San Diego St.","Colonial","MWC"
"249-48",1,"San Diego St.","Charleston","MWC","Colonial"
"249-49",0,"San Diego St.","Charleston","MWC","Colonial"
"249-50",0,"Charleston","San Diego St.","Colonial","MWC"
"249-51",0,"San Diego St.","Charleston","MWC","Colonial"
"249-52",0,"San Diego St.","Charleston","MWC","Colonial"
"249-53",0,"Charleston","San Diego St.","Colonial","MWC"
"249-54",0,"Charleston","San Diego St.","Colonial","MWC"
"249-55",0,"Charleston","San Diego St.","Colonial","MWC"
"249-56",0,"San Diego St.","Charleston","MWC","Colonial"
"249-57",0,"Charleston","San Diego St.","Colonial","MWC"
"250-1",0,"Texas","Colgate","Big 12","Patriot League"
"250-2",0,"Colgate","Texas","Patriot League","Big 12"
"250-6",0,"Colgate","Texas","Patriot League","Big 12"
"250-7",1,"Texas","Colgate","Big 12","Patriot League"
"250-8",1,"Texas","Colgate","Big 12","Patriot League"
"250-9",0,"Texas","Colgate","Big 12","Patriot League"
"250-10",1,"Texas","Colgate","Big 12","Patriot League"
"250-11",0,"Colgate","Texas","Patriot League","Big 12"
"250-14",1,"Colgate","Texas","Patriot League","Big 12"
"250-16",0,"Texas","Colgate","Big 12","Patriot League"
"250-17",0,"Colgate","Texas","Patriot League","Big 12"
"250-18",0,"Texas","Colgate","Big 12","Patriot League"
"250-19",1,"Colgate","Texas","Patriot League","Big 12"
"250-22",1,"Texas","Colgate","Big 12","Patriot League"
"250-24",0,"Texas","Colgate","Big 12","Patriot League"
"250-26",1,"Texas","Colgate","Big 12","Patriot League"
"250-27",0,"Colgate","Texas","Patriot League","Big 12"
"250-29",1,"Colgate","Texas","Patriot League","Big 12"
"250-31",1,"Colgate","Texas","Patriot League","Big 12"
"250-32",0,"Colgate","Texas","Patriot League","Big 12"
"250-33",1,"Colgate","Texas","Patriot League","Big 12"
"250-34",0,"Colgate","Texas","Patriot League","Big 12"
"250-35",1,"Texas","Colgate","Big 12","Patriot League"
"250-37",0,"Colgate","Texas","Patriot League","Big 12"
"250-39",0,"Texas","Colgate","Big 12","Patriot League"
"250-40",0,"Colgate","Texas","Patriot League","Big 12"
"250-42",1,"Colgate","Texas","Patriot League","Big 12"
"250-43",0,"Colgate","Texas","Patriot League","Big 12"
"250-45",0,"Colgate","Texas","Patriot League","Big 12"
"250-47",0,"Texas","Colgate","Big 12","Patriot League"
"250-48",1,"Texas","Colgate","Big 12","Patriot League"
"250-50",1,"Colgate","Texas","Patriot League","Big 12"
"250-52",1,"Texas","Colgate","Big 12","Patriot League"
"250-53",0,"Colgate","Texas","Patriot League","Big 12"
"251-1",1,"Oral Roberts","Duke","Summit League","ACC"
"251-3",0,"Duke","Oral Roberts","ACC","Summit League"
"251-4",0,"Oral Roberts","Duke","Summit League","ACC"
"251-5",0,"Oral Roberts","Duke","Summit League","ACC"
"251-6",1,"Duke","Oral Roberts","ACC","Summit League"
"251-7",1,"Duke","Oral Roberts","ACC","Summit League"
"251-8",0,"Oral Roberts","Duke","Summit League","ACC"
"251-10",1,"Duke","Oral Roberts","ACC","Summit League"
"251-11",0,"Oral Roberts","Duke","Summit League","ACC"
"251-13",0,"Duke","Oral Roberts","ACC","Summit League"
"251-14",0,"Duke","Oral Roberts","ACC","Summit League"
"251-17",0,"Oral Roberts","Duke","Summit League","ACC"
"251-18",1,"Duke","Oral Roberts","ACC","Summit League"
"251-19",0,"Duke","Oral Roberts","ACC","Summit League"
"251-20",0,"Oral Roberts","Duke","Summit League","ACC"
"251-22",0,"Oral Roberts","Duke","Summit League","ACC"
"251-24",0,"Oral Roberts","Duke","Summit League","ACC"
"251-26",0,"Oral Roberts","Duke","Summit League","ACC"
"251-27",0,"Duke","Oral Roberts","ACC","Summit League"
"251-28",1,"Oral Roberts","Duke","Summit League","ACC"
"251-29",1,"Oral Roberts","Duke","Summit League","ACC"
"251-31",1,"Duke","Oral Roberts","ACC","Summit League"
"251-32",1,"Oral Roberts","Duke","Summit League","ACC"
"251-33",0,"Oral Roberts","Duke","Summit League","ACC"
"251-34",0,"Duke","Oral Roberts","ACC","Summit League"
"251-35",0,"Oral Roberts","Duke","Summit League","ACC"
"251-36",0,"Oral Roberts","Duke","Summit League","ACC"
"251-37",0,"Duke","Oral Roberts","ACC","Summit League"
"251-38",0,"Oral Roberts","Duke","Summit League","ACC"
"251-40",1,"Oral Roberts","Duke","Summit League","ACC"
"251-42",0,"Oral Roberts","Duke","Summit League","ACC"
"251-43",0,"Duke","Oral Roberts","ACC","Summit League"
"251-44",0,"Oral Roberts","Duke","Summit League","ACC"
"251-45",0,"Duke","Oral Roberts","ACC","Summit League"
"251-46",0,"Oral Roberts","Duke","Summit League","ACC"
"251-47",1,"Oral Roberts","Duke","Summit League","ACC"
"251-48",1,"Oral Roberts","Duke","Summit League","ACC"
"251-49",0,"Duke","Oral Roberts","ACC","Summit League"
"251-51",0,"Duke","Oral Roberts","ACC","Summit League"
"251-53",0,"Duke","Oral Roberts","ACC","Summit League"
"251-56",0,"Oral Roberts","Duke","Summit League","ACC"
"251-57",0,"Oral Roberts","Duke","Summit League","ACC"
"251-58",1,"Duke","Oral Roberts","ACC","Summit League"
"251-59",0,"Oral Roberts","Duke","Summit League","ACC"
"251-60",0,"Oral Roberts","Duke","Summit League","ACC"
"251-62",0,"Oral Roberts","Duke","Summit League","ACC"
"251-64",0,"Oral Roberts","Duke","Summit League","ACC"
"251-65",0,"Oral Roberts","Duke","Summit League","ACC"
"252-1",0,"Furman","Virginia","Southern","ACC"
"252-2",1,"Virginia","Furman","ACC","Southern"
"252-3",0,"Furman","Virginia","Southern","ACC"
"252-4",0,"Furman","Virginia","Southern","ACC"
"252-5",0,"Virginia","Furman","ACC","Southern"
"252-6",0,"Virginia","Furman","ACC","Southern"
"252-7",0,"Furman","Virginia","Southern","ACC"
"252-8",1,"Virginia","Furman","ACC","Southern"
"252-12",1,"Virginia","Furman","ACC","Southern"
"252-14",0,"Furman","Virginia","Southern","ACC"
"252-15",0,"Furman","Virginia","Southern","ACC"
"252-16",0,"Virginia","Furman","ACC","Southern"
"252-17",0,"Virginia","Furman","ACC","Southern"
"252-18",0,"Virginia","Furman","ACC","Southern"
"252-19",0,"Virginia","Furman","ACC","Southern"
"252-22",0,"Furman","Virginia","Southern","ACC"
"252-23",0,"Virginia","Furman","ACC","Southern"
"252-25",0,"Virginia","Furman","ACC","Southern"
"252-26",0,"Virginia","Furman","ACC","Southern"
"252-27",0,"Furman","Virginia","Southern","ACC"
"252-28",0,"Furman","Virginia","Southern","ACC"
"252-29",0,"Furman","Virginia","Southern","ACC"
"252-32",1,"Virginia","Furman","ACC","Southern"
"252-33",0,"Virginia","Furman","ACC","Southern"
"252-34",0,"Furman","Virginia","Southern","ACC"
"252-35",1,"Virginia","Furman","ACC","Southern"
"252-36",0,"Furman","Virginia","Southern","ACC"
"252-37",0,"Furman","Virginia","Southern","ACC"
"252-40",0,"Virginia","Furman","ACC","Southern"
"252-41",1,"Furman","Virginia","Southern","ACC"
"252-42",0,"Furman","Virginia","Southern","ACC"
"252-43",0,"Virginia","Furman","ACC","Southern"
"252-46",0,"Virginia","Furman","ACC","Southern"
"252-47",0,"Virginia","Furman","ACC","Southern"
"252-48",0,"Virginia","Furman","ACC","Southern"
"252-50",1,"Furman","Virginia","Southern","ACC"
"252-54",0,"Furman","Virginia","Southern","ACC"
"253-1",1,"Houston","Northern Kentucky","American Athletic Conference","Horizon"
"253-2",0,"Houston","Northern Kentucky","American Athletic Conference","Horizon"
"253-3",0,"Northern Kentucky","Houston","Horizon","American Athletic Conference"
"253-4",0,"Northern Kentucky","Houston","Horizon","American Athletic Conference"
"253-5",0,"Houston","Northern Kentucky","American Athletic Conference","Horizon"
"253-6",0,"Northern Kentucky","Houston","Horizon","American Athletic Conference"
"253-7",1,"Northern Kentucky","Houston","Horizon","American Athletic Conference"
"253-8",0,"Northern Kentucky","Houston","Horizon","American Athletic Conference"
"253-10",0,"Northern Kentucky","Houston","Horizon","American Athletic Conference"
"253-11",0,"Houston","Northern Kentucky","American Athletic Conference","Horizon"
"253-12",0,"Northern Kentucky","Houston","Horizon","American Athletic Conference"
"253-13",1,"Houston","Northern Kentucky","American Athletic Conference","Horizon"
"253-14",1,"Northern Kentucky","Houston","Horizon","American Athletic Conference"
"253-15",0,"Northern Kentucky","Houston","Horizon","American Athletic Conference"
"253-16",0,"Northern Kentucky","Houston","Horizon","American Athletic Conference"
"253-17",1,"Northern Kentucky","Houston","Horizon","American Athletic Conference"
"253-18",0,"Houston","Northern Kentucky","American Athletic Conference","Horizon"
"253-20",1,"Houston","Northern Kentucky","American Athletic Conference","Horizon"
"253-21",1,"Houston","Northern Kentucky","American Athletic Conference","Horizon"
"253-23",0,"Northern Kentucky","Houston","Horizon","American Athletic Conference"
"253-24",1,"Northern Kentucky","Houston","Horizon","American Athletic Conference"
"253-25",1,"Houston","Northern Kentucky","American Athletic Conference","Horizon"
"253-27",1,"Houston","Northern Kentucky","American Athletic Conference","Horizon"
"253-28",0,"Northern Kentucky","Houston","Horizon","American Athletic Conference"
"253-29",0,"Northern Kentucky","Houston","Horizon","American Athletic Conference"
"253-34",0,"Northern Kentucky","Houston","Horizon","American Athletic Conference"
"253-35",0,"Houston","Northern Kentucky","American Athletic Conference","Horizon"
"253-38",1,"Northern Kentucky","Houston","Horizon","American Athletic Conference"
"253-39",1,"Houston","Northern Kentucky","American Athletic Conference","Horizon"
"253-40",0,"Northern Kentucky","Houston","Horizon","American Athletic Conference"
"253-41",0,"Northern Kentucky","Houston","Horizon","American Athletic Conference"
"253-42",0,"Northern Kentucky","Houston","Horizon","American Athletic Conference"
"253-43",0,"Northern Kentucky","Houston","Horizon","American Athletic Conference"
"253-44",1,"Houston","Northern Kentucky","American Athletic Conference","Horizon"
"253-45",0,"Houston","Northern Kentucky","American Athletic Conference","Horizon"
"253-48",0,"Houston","Northern Kentucky","American Athletic Conference","Horizon"
"253-49",0,"Northern Kentucky","Houston","Horizon","American Athletic Conference"
"253-52",1,"Northern Kentucky","Houston","Horizon","American Athletic Conference"
"253-53",0,"Northern Kentucky","Houston","Horizon","American Athletic Conference"
"253-54",1,"Northern Kentucky","Houston","Horizon","American Athletic Conference"
"253-55",0,"Northern Kentucky","Houston","Horizon","American Athletic Conference"
"253-57",0,"Houston","Northern Kentucky","American Athletic Conference","Horizon"
"253-58",1,"Northern Kentucky","Houston","Horizon","American Athletic Conference"
"253-60",1,"Northern Kentucky","Houston","Horizon","American Athletic Conference"
"253-61",0,"Northern Kentucky","Houston","Horizon","American Athletic Conference"
"253-62",0,"Northern Kentucky","Houston","Horizon","American Athletic Conference"
"253-63",0,"Houston","Northern Kentucky","American Athletic Conference","Horizon"
"253-66",1,"Northern Kentucky","Houston","Horizon","American Athletic Conference"
"254-1",0,"Howard","Kansas","MEAC","Big 12"
"254-2",0,"Howard","Kansas","MEAC","Big 12"
"254-3",1,"Kansas","Howard","Big 12","MEAC"
"254-4",0,"Kansas","Howard","Big 12","MEAC"
"254-5",1,"Howard","Kansas","MEAC","Big 12"
"254-6",1,"Kansas","Howard","Big 12","MEAC"
"254-8",0,"Howard","Kansas","MEAC","Big 12"
"254-10",0,"Kansas","Howard","Big 12","MEAC"
"254-12",0,"Howard","Kansas","MEAC","Big 12"
"254-13",0,"Howard","Kansas","MEAC","Big 12"
"254-14",0,"Kansas","Howard","Big 12","MEAC"
"254-15",0,"Kansas","Howard","Big 12","MEAC"
"254-19",1,"Kansas","Howard","Big 12","MEAC"
"254-24",0,"Howard","Kansas","MEAC","Big 12"
"254-25",1,"Kansas","Howard","Big 12","MEAC"
"254-26",0,"Howard","Kansas","MEAC","Big 12"
"254-27",1,"Kansas","Howard","Big 12","MEAC"
"254-28",0,"Howard","Kansas","MEAC","Big 12"
"254-30",0,"Kansas","Howard","Big 12","MEAC"
"254-31",1,"Howard","Kansas","MEAC","Big 12"
"254-32",0,"Howard","Kansas","MEAC","Big 12"
"254-36",0,"Kansas","Howard","Big 12","MEAC"
"254-37",0,"Howard","Kansas","MEAC","Big 12"
"254-39",1,"Kansas","Howard","Big 12","MEAC"
"254-40",1,"Howard","Kansas","MEAC","Big 12"
"254-42",1,"Howard","Kansas","MEAC","Big 12"
"254-43",0,"Howard","Kansas","MEAC","Big 12"
"254-44",1,"Howard","Kansas","MEAC","Big 12"
"254-45",0,"Howard","Kansas","MEAC","Big 12"
"254-46",0,"Kansas","Howard","Big 12","MEAC"
"254-47",0,"Kansas","Howard","Big 12","MEAC"
"254-48",1,"Kansas","Howard","Big 12","MEAC"
"254-52",0,"Kansas","Howard","Big 12","MEAC"
"254-53",0,"Howard","Kansas","MEAC","Big 12"
"254-55",1,"Howard","Kansas","MEAC","Big 12"
"254-56",0,"Kansas","Howard","Big 12","MEAC"
"254-57",0,"Howard","Kansas","MEAC","Big 12"
"254-62",0,"Kansas","Howard","Big 12","MEAC"
"254-63",0,"Howard","Kansas","MEAC","Big 12"
"254-64",1,"Kansas","Howard","Big 12","MEAC"
"255-1",1,"Tennessee","Louisiana","SEC","SunBelt"
"255-2",0,"Tennessee","Louisiana","SEC","SunBelt"
"255-3",0,"Louisiana","Tennessee","SunBelt","SEC"
"255-5",0,"Louisiana","Tennessee","SunBelt","SEC"
"255-6",1,"Tennessee","Louisiana","SEC","SunBelt"
"255-9",1,"Louisiana","Tennessee","SunBelt","SEC"
"255-11",0,"Louisiana","Tennessee","SunBelt","SEC"
"255-12",0,"Tennessee","Louisiana","SEC","SunBelt"
"255-13",0,"Tennessee","Louisiana","SEC","SunBelt"
"255-14",0,"Louisiana","Tennessee","SunBelt","SEC"
"255-16",0,"Tennessee","Louisiana","SEC","SunBelt"
"255-17",0,"Tennessee","Louisiana","SEC","SunBelt"
"255-19",0,"Louisiana","Tennessee","SunBelt","SEC"
"255-21",0,"Tennessee","Louisiana","SEC","SunBelt"
"255-22",0,"Louisiana","Tennessee","SunBelt","SEC"
"255-23",1,"Louisiana","Tennessee","SunBelt","SEC"
"255-25",0,"Tennessee","Louisiana","SEC","SunBelt"
"255-27",0,"Louisiana","Tennessee","SunBelt","SEC"
"255-29",0,"Tennessee","Louisiana","SEC","SunBelt"
"255-30",0,"Louisiana","Tennessee","SunBelt","SEC"
"255-32",0,"Tennessee","Louisiana","SEC","SunBelt"
"255-33",1,"Tennessee","Louisiana","SEC","SunBelt"
"255-34",0,"Tennessee","Louisiana","SEC","SunBelt"
"255-35",0,"Louisiana","Tennessee","SunBelt","SEC"
"255-37",0,"Louisiana","Tennessee","SunBelt","SEC"
"255-38",0,"Louisiana","Tennessee","SunBelt","SEC"
"255-39",0,"Louisiana","Tennessee","SunBelt","SEC"
"255-40",0,"Louisiana","Tennessee","SunBelt","SEC"
"255-41",0,"Tennessee","Louisiana","SEC","SunBelt"
"255-42",0,"Louisiana","Tennessee","SunBelt","SEC"
"255-43",0,"Tennessee","Louisiana","SEC","SunBelt"
"256-2",1,"West Virginia","Maryland","Big 12","BigTen"
"256-4",0,"West Virginia","Maryland","Big 12","BigTen"
"256-5",0,"Maryland","West Virginia","BigTen","Big 12"
"256-6",0,"West Virginia","Maryland","Big 12","BigTen"
"256-7",0,"Maryland","West Virginia","BigTen","Big 12"
"256-9",0,"West Virginia","Maryland","Big 12","BigTen"
"256-10",1,"Maryland","West Virginia","BigTen","Big 12"
"256-11",1,"Maryland","West Virginia","BigTen","Big 12"
"256-13",1,"Maryland","West Virginia","BigTen","Big 12"
"256-14",1,"West Virginia","Maryland","Big 12","BigTen"
"256-15",0,"West Virginia","Maryland","Big 12","BigTen"
"256-16",0,"West Virginia","Maryland","Big 12","BigTen"
"256-17",0,"Maryland","West Virginia","BigTen","Big 12"
"256-19",1,"West Virginia","Maryland","Big 12","BigTen"
"256-20",0,"Maryland","West Virginia","BigTen","Big 12"
"256-21",0,"West Virginia","Maryland","Big 12","BigTen"
"256-23",0,"Maryland","West Virginia","BigTen","Big 12"
"256-24",0,"Maryland","West Virginia","BigTen","Big 12"
"256-25",0,"Maryland","West Virginia","BigTen","Big 12"
"256-27",0,"West Virginia","Maryland","Big 12","BigTen"
"256-28",0,"West Virginia","Maryland","Big 12","BigTen"
"256-29",1,"Maryland","West Virginia","BigTen","Big 12"
"256-30",1,"West Virginia","Maryland","Big 12","BigTen"
"256-32",0,"West Virginia","Maryland","Big 12","BigTen"
"256-37",0,"West Virginia","Maryland","Big 12","BigTen"
"256-38",0,"West Virginia","Maryland","Big 12","BigTen"
"256-39",0,"West Virginia","Maryland","Big 12","BigTen"
"256-41",0,"West Virginia","Maryland","Big 12","BigTen"
"256-42",1,"Maryland","West Virginia","BigTen","Big 12"
"256-43",1,"West Virginia","Maryland","Big 12","BigTen"
"256-44",1,"Maryland","West Virginia","BigTen","Big 12"
"257-1",0,"Missouri","Utah St.","SEC","MWC"
"257-2",0,"Utah St.","Missouri","MWC","SEC"
"257-3",0,"Missouri","Utah St.","SEC","MWC"
"257-4",0,"Utah St.","Missouri","MWC","SEC"
"257-5",0,"Missouri","Utah St.","SEC","MWC"
"257-6",0,"Utah St.","Missouri","MWC","SEC"
"257-7",0,"Missouri","Utah St.","SEC","MWC"
"257-8",1,"Utah St.","Missouri","MWC","SEC"
"257-11",0,"Utah St.","Missouri","MWC","SEC"
"257-12",0,"Missouri","Utah St.","SEC","MWC"
"257-13",0,"Missouri","Utah St.","SEC","MWC"
"257-14",0,"Utah St.","Missouri","MWC","SEC"
"257-15",1,"Missouri","Utah St.","SEC","MWC"
"257-16",1,"Utah St.","Missouri","MWC","SEC"
"257-17",0,"Utah St.","Missouri","MWC","SEC"
"257-19",0,"Utah St.","Missouri","MWC","SEC"
"257-20",0,"Missouri","Utah St.","SEC","MWC"
"257-21",0,"Utah St.","Missouri","MWC","SEC"
"257-22",0,"Missouri","Utah St.","SEC","MWC"
"257-24",0,"Missouri","Utah St.","SEC","MWC"
"257-25",0,"Missouri","Utah St.","SEC","MWC"
"257-26",0,"Missouri","Utah St.","SEC","MWC"
"257-27",0,"Utah St.","Missouri","MWC","SEC"
"257-28",0,"Missouri","Utah St.","SEC","MWC"
"257-29",0,"Missouri","Utah St.","SEC","MWC"
"257-30",0,"Utah St.","Missouri","MWC","SEC"
"257-31",0,"Missouri","Utah St.","SEC","MWC"
"257-33",0,"Utah St.","Missouri","MWC","SEC"
"257-34",0,"Missouri","Utah St.","SEC","MWC"
"257-35",0,"Utah St.","Missouri","MWC","SEC"
"257-36",0,"Utah St.","Missouri","MWC","SEC"
"257-37",0,"Missouri","Utah St.","SEC","MWC"
"257-39",0,"Utah St.","Missouri","MWC","SEC"
"257-40",0,"Utah St.","Missouri","MWC","SEC"
"257-41",0,"Missouri","Utah St.","SEC","MWC"
"257-43",0,"Missouri","Utah St.","SEC","MWC"
"257-44",0,"Utah St.","Missouri","MWC","SEC"
"257-45",0,"Missouri","Utah St.","SEC","MWC"
"257-46",0,"Utah St.","Missouri","MWC","SEC"
"257-47",0,"Utah St.","Missouri","MWC","SEC"
"257-48",0,"Utah St.","Missouri","MWC","SEC"
"257-49",0,"Utah St.","Missouri","MWC","SEC"
"257-51",0,"Missouri","Utah St.","SEC","MWC"
"258-1",0,"UNC Asheville","UCLA","BigSouth","PAC 12"
"258-2",0,"UNC Asheville","UCLA","BigSouth","PAC 12"
"258-5",0,"UNC Asheville","UCLA","BigSouth","PAC 12"
"258-8",0,"UNC Asheville","UCLA","BigSouth","PAC 12"
"258-10",1,"UCLA","UNC Asheville","PAC 12","BigSouth"
"258-11",0,"UNC Asheville","UCLA","BigSouth","PAC 12"
"258-13",1,"UCLA","UNC Asheville","PAC 12","BigSouth"
"258-15",0,"UCLA","UNC Asheville","PAC 12","BigSouth"
"258-17",0,"UNC Asheville","UCLA","BigSouth","PAC 12"
"258-19",1,"UNC Asheville","UCLA","BigSouth","PAC 12"
"258-20",0,"UNC Asheville","UCLA","BigSouth","PAC 12"
"258-21",1,"UNC Asheville","UCLA","BigSouth","PAC 12"
"258-23",0,"UNC Asheville","UCLA","BigSouth","PAC 12"
"258-24",1,"UNC Asheville","UCLA","BigSouth","PAC 12"
"258-25",0,"UCLA","UNC Asheville","PAC 12","BigSouth"
"258-27",0,"UNC Asheville","UCLA","BigSouth","PAC 12"
"258-28",1,"UCLA","UNC Asheville","PAC 12","BigSouth"
"258-29",1,"UCLA","UNC Asheville","PAC 12","BigSouth"
"258-30",0,"UCLA","UNC Asheville","PAC 12","BigSouth"
"258-31",1,"UCLA","UNC Asheville","PAC 12","BigSouth"
"258-33",0,"UNC Asheville","UCLA","BigSouth","PAC 12"
"258-34",0,"UNC Asheville","UCLA","BigSouth","PAC 12"
"258-35",0,"UCLA","UNC Asheville","PAC 12","BigSouth"
"258-36",1,"UNC Asheville","UCLA","BigSouth","PAC 12"
"258-37",1,"UCLA","UNC Asheville","PAC 12","BigSouth"
"258-38",1,"UNC Asheville","UCLA","BigSouth","PAC 12"
"258-39",0,"UCLA","UNC Asheville","PAC 12","BigSouth"
"258-40",0,"UCLA","UNC Asheville","PAC 12","BigSouth"
"258-42",0,"UNC Asheville","UCLA","BigSouth","PAC 12"
"258-43",0,"UCLA","UNC Asheville","PAC 12","BigSouth"
"259-1",0,"Penn St.","Texas A&M","BigTen","SEC"
"259-3",0,"Penn St.","Texas A&M","BigTen","SEC"
"259-4",0,"Texas A&M","Penn St.","SEC","BigTen"
"259-6",1,"Texas A&M","Penn St.","SEC","BigTen"
"259-7",0,"Texas A&M","Penn St.","SEC","BigTen"
"259-8",0,"Texas A&M","Penn St.","SEC","BigTen"
"259-9",0,"Penn St.","Texas A&M","BigTen","SEC"
"259-10",0,"Texas A&M","Penn St.","SEC","BigTen"
"259-12",1,"Texas A&M","Penn St.","SEC","BigTen"
"259-14",0,"Texas A&M","Penn St.","SEC","BigTen"
"259-15",1,"Penn St.","Texas A&M","BigTen","SEC"
"259-16",0,"Penn St.","Texas A&M","BigTen","SEC"
"259-17",0,"Texas A&M","Penn St.","SEC","BigTen"
"259-20",1,"Texas A&M","Penn St.","SEC","BigTen"
"259-21",0,"Penn St.","Texas A&M","BigTen","SEC"
"259-23",0,"Texas A&M","Penn St.","SEC","BigTen"
"259-24",0,"Texas A&M","Penn St.","SEC","BigTen"
"259-27",0,"Texas A&M","Penn St.","SEC","BigTen"
"259-28",0,"Penn St.","Texas A&M","BigTen","SEC"
"259-29",1,"Texas A&M","Penn St.","SEC","BigTen"
"259-32",1,"Texas A&M","Penn St.","SEC","BigTen"
"259-33",0,"Texas A&M","Penn St.","SEC","BigTen"
"259-34",0,"Texas A&M","Penn St.","SEC","BigTen"
"259-35",0,"Penn St.","Texas A&M","BigTen","SEC"
"259-38",1,"Texas A&M","Penn St.","SEC","BigTen"
"259-39",1,"Texas A&M","Penn St.","SEC","BigTen"
"259-40",0,"Texas A&M","Penn St.","SEC","BigTen"
"259-41",1,"Texas A&M","Penn St.","SEC","BigTen"
"259-42",1,"Penn St.","Texas A&M","BigTen","SEC"
"259-43",0,"Penn St.","Texas A&M","BigTen","SEC"
"259-44",1,"Penn St.","Texas A&M","BigTen","SEC"
"259-45",1,"Penn St.","Texas A&M","BigTen","SEC"
"259-48",0,"Penn St.","Texas A&M","BigTen","SEC"
"259-49",0,"Texas A&M","Penn St.","SEC","BigTen"
"259-52",0,"Penn St.","Texas A&M","BigTen","SEC"
"259-53",0,"Texas A&M","Penn St.","SEC","BigTen"
"259-54",1,"Penn St.","Texas A&M","BigTen","SEC"
"259-56",0,"Texas A&M","Penn St.","SEC","BigTen"
